  Frequency            , DB(V(Vs4)/ I(C7))    
  4.742419852602e+01  ,7.054272007332e+01  
  4.753352259428e+01  ,7.052272098149e+01  
  4.764309868054e+01  ,7.050272188966e+01  
  4.775292736576e+01  ,7.048272279785e+01  
  4.786300923226e+01  ,7.046272370609e+01  
  4.797334486366e+01  ,7.044272461439e+01  
  4.808393484497e+01  ,7.042272552277e+01  
  4.819477976251e+01  ,7.040272643125e+01  
  4.830588020397e+01  ,7.038272733985e+01  
  4.841723675841e+01  ,7.036272824859e+01  
  4.852885001621e+01  ,7.034272915749e+01  
  4.864072056914e+01  ,7.032273006656e+01  
  4.875284901033e+01  ,7.030273097583e+01  
  4.886523593428e+01  ,7.028273188532e+01  
  4.897788193684e+01  ,7.026273279503e+01  
  4.909078761526e+01  ,7.024273370500e+01  
  4.920395356814e+01  ,7.022273461525e+01  
  4.931738039549e+01  ,7.020273552578e+01  
  4.943106869868e+01  ,7.018273643663e+01  
  4.954501908047e+01  ,7.016273734780e+01  
  4.965923214503e+01  ,7.014273825933e+01  
  4.977370849789e+01  ,7.012273917122e+01  
  4.988844874600e+01  ,7.010274008350e+01  
  5.000345349769e+01  ,7.008274099619e+01  
  5.011872336272e+01  ,7.006274190931e+01  
  5.023425895223e+01  ,7.004274282287e+01  
  5.035006087879e+01  ,7.002274373689e+01  
  5.046612975635e+01  ,7.000274465140e+01  
  5.058246620031e+01  ,6.998274556641e+01  
  5.069907082747e+01  ,6.996274648194e+01  
  5.081594425605e+01  ,6.994274739802e+01  
  5.093308710571e+01  ,6.992274831465e+01  
  5.105049999754e+01  ,6.990274923187e+01  
  5.116818355403e+01  ,6.988275014968e+01  
  5.128613839913e+01  ,6.986275106812e+01  
  5.140436515824e+01  ,6.984275198719e+01  
  5.152286445817e+01  ,6.982275290692e+01  
  5.164163692720e+01  ,6.980275382733e+01  
  5.176068319505e+01  ,6.978275474844e+01  
  5.188000389289e+01  ,6.976275567026e+01  
  5.199959965335e+01  ,6.974275659282e+01  
  5.211947111050e+01  ,6.972275751613e+01  
  5.223961889991e+01  ,6.970275844021e+01  
  5.236004365857e+01  ,6.968275936509e+01  
  5.248074602497e+01  ,6.966276029079e+01  
  5.260172663907e+01  ,6.964276121731e+01  
  5.272298614228e+01  ,6.962276214469e+01  
  5.284452517751e+01  ,6.960276307295e+01  
  5.296634438916e+01  ,6.958276400209e+01  
  5.308844442309e+01  ,6.956276493214e+01  
  5.321082592667e+01  ,6.954276586313e+01  
  5.333348954876e+01  ,6.952276679506e+01  
  5.345643593969e+01  ,6.950276772797e+01  
  5.357966575133e+01  ,6.948276866187e+01  
  5.370317963702e+01  ,6.946276959677e+01  
  5.382697825162e+01  ,6.944277053271e+01  
  5.395106225151e+01  ,6.942277146969e+01  
  5.407543229455e+01  ,6.940277240775e+01  
  5.420008904016e+01  ,6.938277334689e+01  
  5.432503314924e+01  ,6.936277428714e+01  
  5.445026528424e+01  ,6.934277522852e+01  
  5.457578610912e+01  ,6.932277617105e+01  
  5.470159628939e+01  ,6.930277711475e+01  
  5.482769649208e+01  ,6.928277805963e+01  
  5.495408738576e+01  ,6.926277900572e+01  
  5.508076964054e+01  ,6.924277995304e+01  
  5.520774392807e+01  ,6.922278090161e+01  
  5.533501092157e+01  ,6.920278185145e+01  
  5.546257129579e+01  ,6.918278280258e+01  
  5.559042572704e+01  ,6.916278375501e+01  
  5.571857489319e+01  ,6.914278470877e+01  
  5.584701947368e+01  ,6.912278566388e+01  
  5.597576014951e+01  ,6.910278662036e+01  
  5.610479760324e+01  ,6.908278757823e+01  
  5.623413251903e+01  ,6.906278853751e+01  
  5.636376558259e+01  ,6.904278949822e+01  
  5.649369748123e+01  ,6.902279046038e+01  
  5.662392890382e+01  ,6.900279142401e+01  
  5.675446054085e+01  ,6.898279238913e+01  
  5.688529308438e+01  ,6.896279335576e+01  
  5.701642722807e+01  ,6.894279432392e+01  
  5.714786366718e+01  ,6.892279529363e+01  
  5.727960309858e+01  ,6.890279626492e+01  
  5.741164622073e+01  ,6.888279723779e+01  
  5.754399373371e+01  ,6.886279821229e+01  
  5.767664633922e+01  ,6.884279918841e+01  
  5.780960474057e+01  ,6.882280016619e+01  
  5.794286964268e+01  ,6.880280114565e+01  
  5.807644175213e+01  ,6.878280212680e+01  
  5.821032177708e+01  ,6.876280310967e+01  
  5.834451042737e+01  ,6.874280409428e+01  
  5.847900841444e+01  ,6.872280508064e+01  
  5.861381645140e+01  ,6.870280606879e+01  
  5.874893525297e+01  ,6.868280705873e+01  
  5.888436553555e+01  ,6.866280805050e+01  
  5.902010801718e+01  ,6.864280904410e+01  
  5.915616341754e+01  ,6.862281003958e+01  
  5.929253245799e+01  ,6.860281103693e+01  
  5.942921586155e+01  ,6.858281203619e+01  
  5.956621435290e+01  ,6.856281303738e+01  
  5.970352865838e+01  ,6.854281404051e+01  
  5.984115950603e+01  ,6.852281504562e+01  
  5.997910762555e+01  ,6.850281605271e+01  
  6.011737374832e+01  ,6.848281706181e+01  
  6.025595860743e+01  ,6.846281807295e+01  
  6.039486293763e+01  ,6.844281908614e+01  
  6.053408747539e+01  ,6.842282010141e+01  
  6.067363295884e+01  ,6.840282111878e+01  
  6.081350012787e+01  ,6.838282213826e+01  
  6.095368972401e+01  ,6.836282315988e+01  
  6.109420249055e+01  ,6.834282418367e+01  
  6.123503917247e+01  ,6.832282520963e+01  
  6.137620051647e+01  ,6.830282623781e+01  
  6.151768727098e+01  ,6.828282726821e+01  
  6.165950018614e+01  ,6.826282830086e+01  
  6.180164001384e+01  ,6.824282933577e+01  
  6.194410750767e+01  ,6.822283037299e+01  
  6.208690342300e+01  ,6.820283141251e+01  
  6.223002851691e+01  ,6.818283245437e+01  
  6.237348354824e+01  ,6.816283349860e+01  
  6.251726927756e+01  ,6.814283454520e+01  
  6.266138646723e+01  ,6.812283559420e+01  
  6.280583588133e+01  ,6.810283664563e+01  
  6.295061828571e+01  ,6.808283769951e+01  
  6.309573444801e+01  ,6.806283875585e+01  
  6.324118513762e+01  ,6.804283981469e+01  
  6.338697112569e+01  ,6.802284087604e+01  
  6.353309318517e+01  ,6.800284193993e+01  
  6.367955209079e+01  ,6.798284300638e+01  
  6.382634861905e+01  ,6.796284407540e+01  
  6.397348354826e+01  ,6.794284514704e+01  
  6.412095765851e+01  ,6.792284622130e+01  
  6.426877173170e+01  ,6.790284729821e+01  
  6.441692655151e+01  ,6.788284837779e+01  
  6.456542290346e+01  ,6.786284946007e+01  
  6.471426157485e+01  ,6.784285054507e+01  
  6.486344335482e+01  ,6.782285163281e+01  
  6.501296903430e+01  ,6.780285272331e+01  
  6.516283940608e+01  ,6.778285381660e+01  
  6.531305526474e+01  ,6.776285491270e+01  
  6.546361740672e+01  ,6.774285601163e+01  
  6.561452663028e+01  ,6.772285711342e+01  
  6.576578373554e+01  ,6.770285821810e+01  
  6.591738952443e+01  ,6.768285932567e+01  
  6.606934480075e+01  ,6.766286043618e+01  
  6.622165037017e+01  ,6.764286154963e+01  
  6.637430704018e+01  ,6.762286266606e+01  
  6.652731562017e+01  ,6.760286378548e+01  
  6.668067692136e+01  ,6.758286490793e+01  
  6.683439175686e+01  ,6.756286603343e+01  
  6.698846094165e+01  ,6.754286716199e+01  
  6.714288529259e+01  ,6.752286829364e+01  
  6.729766562843e+01  ,6.750286942842e+01  
  6.745280276979e+01  ,6.748287056633e+01  
  6.760829753919e+01  ,6.746287170741e+01  
  6.776415076106e+01  ,6.744287285168e+01  
  6.792036326171e+01  ,6.742287399916e+01  
  6.807693586937e+01  ,6.740287514988e+01  
  6.823386941416e+01  ,6.738287630387e+01  
  6.839116472814e+01  ,6.736287746114e+01  
  6.854882264526e+01  ,6.734287862172e+01  
  6.870684400142e+01  ,6.732287978564e+01  
  6.886522963442e+01  ,6.730288095291e+01  
  6.902398038402e+01  ,6.728288212358e+01  
  6.918309709189e+01  ,6.726288329765e+01  
  6.934258060165e+01  ,6.724288447516e+01  
  6.950243175887e+01  ,6.722288565613e+01  
  6.966265141107e+01  ,6.720288684058e+01  
  6.982324040771e+01  ,6.718288802854e+01  
  6.998419960022e+01  ,6.716288922004e+01  
  7.014552984199e+01  ,6.714289041510e+01  
  7.030723198838e+01  ,6.712289161374e+01  
  7.046930689671e+01  ,6.710289281600e+01  
  7.063175542629e+01  ,6.708289402189e+01  
  7.079457843841e+01  ,6.706289523145e+01  
  7.095777679633e+01  ,6.704289644469e+01  
  7.112135136533e+01  ,6.702289766164e+01  
  7.128530301265e+01  ,6.700289888234e+01  
  7.144963260754e+01  ,6.698290010680e+01  
  7.161434102128e+01  ,6.696290133505e+01  
  7.177942912713e+01  ,6.694290256712e+01  
  7.194489780036e+01  ,6.692290380303e+01  
  7.211074791828e+01  ,6.690290504281e+01  
  7.227698036021e+01  ,6.688290628648e+01  
  7.244359600749e+01  ,6.686290753408e+01  
  7.261059574351e+01  ,6.684290878563e+01  
  7.277798045368e+01  ,6.682291004115e+01  
  7.294575102545e+01  ,6.680291130067e+01  
  7.311390834833e+01  ,6.678291256422e+01  
  7.328245331388e+01  ,6.676291383183e+01  
  7.345138681570e+01  ,6.674291510352e+01  
  7.362070974947e+01  ,6.672291637931e+01  
  7.379042301290e+01  ,6.670291765924e+01  
  7.396052750582e+01  ,6.668291894334e+01  
  7.413102413008e+01  ,6.666292023162e+01  
  7.430191378966e+01  ,6.664292152413e+01  
  7.447319739059e+01  ,6.662292282087e+01  
  7.464487584100e+01  ,6.660292412189e+01  
  7.481695005111e+01  ,6.658292542721e+01  
  7.498942093324e+01  ,6.656292673686e+01  
  7.516228940181e+01  ,6.654292805086e+01  
  7.533555637336e+01  ,6.652292936925e+01  
  7.550922276654e+01  ,6.650293069205e+01  
  7.568328950209e+01  ,6.648293201928e+01  
  7.585775750291e+01  ,6.646293335098e+01  
  7.603262769401e+01  ,6.644293468718e+01  
  7.620790100253e+01  ,6.642293602790e+01  
  7.638357835776e+01  ,6.640293737318e+01  
  7.655966069112e+01  ,6.638293872303e+01  
  7.673614893617e+01  ,6.636294007750e+01  
  7.691304402865e+01  ,6.634294143660e+01  
  7.709034690644e+01  ,6.632294280037e+01  
  7.726805850956e+01  ,6.630294416883e+01  
  7.744617978024e+01  ,6.628294554202e+01  
  7.762471166286e+01  ,6.626294691996e+01  
  7.780365510397e+01  ,6.624294830269e+01  
  7.798301105232e+01  ,6.622294969023e+01  
  7.816278045883e+01  ,6.620295108261e+01  
  7.834296427661e+01  ,6.618295247986e+01  
  7.852356346100e+01  ,6.616295388201e+01  
  7.870457896950e+01  ,6.614295528909e+01  
  7.888601176185e+01  ,6.612295670114e+01  
  7.906786279997e+01  ,6.610295811817e+01  
  7.925013304804e+01  ,6.608295954022e+01  
  7.943282347242e+01  ,6.606296096733e+01  
  7.961593504172e+01  ,6.604296239951e+01  
  7.979946872679e+01  ,6.602296383681e+01  
  7.998342550069e+01  ,6.600296527924e+01  
  8.016780633876e+01  ,6.598296672685e+01  
  8.035261221855e+01  ,6.596296817966e+01  
  8.053784411990e+01  ,6.594296963771e+01  
  8.072350302488e+01  ,6.592297110102e+01  
  8.090958991783e+01  ,6.590297256962e+01  
  8.109610578538e+01  ,6.588297404355e+01  
  8.128305161640e+01  ,6.586297552284e+01  
  8.147042840208e+01  ,6.584297700752e+01  
  8.165823713585e+01  ,6.582297849762e+01  
  8.184647881347e+01  ,6.580297999317e+01  
  8.203515443297e+01  ,6.578298149421e+01  
  8.222426499470e+01  ,6.576298300076e+01  
  8.241381150129e+01  ,6.574298451286e+01  
  8.260379495771e+01  ,6.572298603054e+01  
  8.279421637123e+01  ,6.570298755383e+01  
  8.298507675143e+01  ,6.568298908276e+01  
  8.317637711026e+01  ,6.566299061737e+01  
  8.336811846195e+01  ,6.564299215769e+01  
  8.356030182312e+01  ,6.562299370375e+01  
  8.375292821268e+01  ,6.560299525559e+01  
  8.394599865193e+01  ,6.558299681323e+01  
  8.413951416451e+01  ,6.556299837672e+01  
  8.433347577642e+01  ,6.554299994607e+01  
  8.452788451602e+01  ,6.552300152134e+01  
  8.472274141405e+01  ,6.550300310254e+01  
  8.491804750362e+01  ,6.548300468972e+01  
  8.511380382023e+01  ,6.546300628291e+01  
  8.531001140175e+01  ,6.544300788214e+01  
  8.550667128846e+01  ,6.542300948744e+01  
  8.570378452303e+01  ,6.540301109885e+01  
  8.590135215053e+01  ,6.538301271640e+01  
  8.609937521845e+01  ,6.536301434013e+01  
  8.629785477669e+01  ,6.534301597008e+01  
  8.649679187756e+01  ,6.532301760627e+01  
  8.669618757581e+01  ,6.530301924874e+01  
  8.689604292862e+01  ,6.528302089753e+01  
  8.709635899560e+01  ,6.526302255267e+01  
  8.729713683880e+01  ,6.524302421419e+01  
  8.749837752273e+01  ,6.522302588214e+01  
  8.770008211435e+01  ,6.520302755654e+01  
  8.790225168308e+01  ,6.518302923743e+01  
  8.810488730079e+01  ,6.516303092485e+01  
  8.830799004185e+01  ,6.514303261884e+01  
  8.851156098307e+01  ,6.512303431942e+01  
  8.871560120379e+01  ,6.510303602664e+01  
  8.892011178579e+01  ,6.508303774054e+01  
  8.912509381337e+01  ,6.506303946114e+01  
  8.933054837332e+01  ,6.504304118848e+01  
  8.953647655495e+01  ,6.502304292261e+01  
  8.974287945007e+01  ,6.500304466355e+01  
  8.994975815299e+01  ,6.498304641135e+01  
  9.015711376059e+01  ,6.496304816604e+01  
  9.036494737222e+01  ,6.494304992765e+01  
  9.057326008981e+01  ,6.492305169624e+01  
  9.078205301781e+01  ,6.490305347183e+01  
  9.099132726322e+01  ,6.488305525446e+01  
  9.120108393558e+01  ,6.486305704417e+01  
  9.141132414702e+01  ,6.484305884099e+01  
  9.162204901219e+01  ,6.482306064497e+01  
  9.183325964835e+01  ,6.480306245615e+01  
  9.204495717531e+01  ,6.478306427456e+01  
  9.225714271547e+01  ,6.476306610023e+01  
  9.246981739381e+01  ,6.474306793322e+01  
  9.268298233793e+01  ,6.472306977356e+01  
  9.289663867798e+01  ,6.470307162128e+01  
  9.311078754677e+01  ,6.468307347642e+01  
  9.332543007969e+01  ,6.466307533904e+01  
  9.354056741475e+01  ,6.464307720916e+01  
  9.375620069258e+01  ,6.462307908682e+01  
  9.397233105645e+01  ,6.460308097207e+01  
  9.418895965227e+01  ,6.458308286494e+01  
  9.440608762858e+01  ,6.456308476547e+01  
  9.462371613657e+01  ,6.454308667371e+01  
  9.484184633008e+01  ,6.452308858970e+01  
  9.506047936562e+01  ,6.450309051347e+01  
  9.527961640236e+01  ,6.448309244507e+01  
  9.549925860213e+01  ,6.446309438454e+01  
  9.571940712947e+01  ,6.444309633191e+01  
  9.594006315158e+01  ,6.442309828724e+01  
  9.616122783836e+01  ,6.440310025055e+01  
  9.638290236239e+01  ,6.438310222190e+01  
  9.660508789897e+01  ,6.436310420133e+01  
  9.682778562611e+01  ,6.434310618887e+01  
  9.705099672454e+01  ,6.432310818457e+01  
  9.727472237769e+01  ,6.430311018847e+01  
  9.749896377173e+01  ,6.428311220061e+01  
  9.772372209557e+01  ,6.426311422104e+01  
  9.794899854086e+01  ,6.424311624980e+01  
  9.817479430199e+01  ,6.422311828694e+01  
  9.840111057610e+01  ,6.420312033248e+01  
  9.862794856311e+01  ,6.418312238649e+01  
  9.885530946568e+01  ,6.416312444900e+01  
  9.908319448927e+01  ,6.414312652006e+01  
  9.931160484208e+01  ,6.412312859970e+01  
  9.954054173514e+01  ,6.410313068798e+01  
  9.977000638224e+01  ,6.408313278494e+01  
  9.999999999999e+01  ,6.406313489062e+01  
  1.002305238078e+02  ,6.404313700507e+01  
  1.004615790278e+02  ,6.402313912833e+01  
  1.006931668852e+02  ,6.400314126044e+01  
  1.009252886077e+02  ,6.398314340146e+01  
  1.011579454260e+02  ,6.396314555143e+01  
  1.013911385737e+02  ,6.394314771039e+01  
  1.016248692871e+02  ,6.392314987839e+01  
  1.018591388054e+02  ,6.390315205547e+01  
  1.020939483708e+02  ,6.388315424169e+01  
  1.023292992281e+02  ,6.386315643708e+01  
  1.025651926251e+02  ,6.384315864170e+01  
  1.028016298126e+02  ,6.382316085559e+01  
  1.030386120442e+02  ,6.380316307880e+01  
  1.032761405761e+02  ,6.378316531137e+01  
  1.035142166679e+02  ,6.376316755335e+01  
  1.037528415818e+02  ,6.374316980480e+01  
  1.039920165829e+02  ,6.372317206575e+01  
  1.042317429393e+02  ,6.370317433626e+01  
  1.044720219221e+02  ,6.368317661637e+01  
  1.047128548051e+02  ,6.366317890613e+01  
  1.049542428652e+02  ,6.364318120559e+01  
  1.051961873823e+02  ,6.362318351480e+01  
  1.054386896391e+02  ,6.360318583381e+01  
  1.056817509214e+02  ,6.358318816267e+01  
  1.059253725177e+02  ,6.356319050142e+01  
  1.061695557199e+02  ,6.354319285012e+01  
  1.064143018224e+02  ,6.352319520882e+01  
  1.066596121230e+02  ,6.350319757756e+01  
  1.069054879223e+02  ,6.348319995640e+01  
  1.071519305237e+02  ,6.346320234539e+01  
  1.073989412341e+02  ,6.344320474457e+01  
  1.076465213630e+02  ,6.342320715400e+01  
  1.078946722230e+02  ,6.340320957373e+01  
  1.081433951298e+02  ,6.338321200381e+01  
  1.083926914021e+02  ,6.336321444430e+01  
  1.086425623617e+02  ,6.334321689523e+01  
  1.088930093333e+02  ,6.332321935668e+01  
  1.091440336449e+02  ,6.330322182868e+01  
  1.093956366272e+02  ,6.328322431129e+01  
  1.096478196143e+02  ,6.326322680456e+01  
  1.099005839432e+02  ,6.324322930855e+01  
  1.101539309541e+02  ,6.322323182331e+01  
  1.104078619902e+02  ,6.320323434889e+01  
  1.106623783978e+02  ,6.318323688535e+01  
  1.109174815262e+02  ,6.316323943274e+01  
  1.111731727281e+02  ,6.314324199111e+01  
  1.114294533592e+02  ,6.312324456051e+01  
  1.116863247780e+02  ,6.310324714101e+01  
  1.119437883467e+02  ,6.308324973266e+01  
  1.122018454302e+02  ,6.306325233551e+01  
  1.124604973967e+02  ,6.304325494962e+01  
  1.127197456175e+02  ,6.302325757503e+01  
  1.129795914673e+02  ,6.300326021182e+01  
  1.132400363235e+02  ,6.298326286003e+01  
  1.135010815672e+02  ,6.296326551972e+01  
  1.137627285823e+02  ,6.294326819095e+01  
  1.140249787561e+02  ,6.292327087377e+01  
  1.142878334790e+02  ,6.290327356824e+01  
  1.145512941445e+02  ,6.288327627442e+01  
  1.148153621497e+02  ,6.286327899236e+01  
  1.150800388944e+02  ,6.284328172213e+01  
  1.153453257821e+02  ,6.282328446377e+01  
  1.156112242192e+02  ,6.280328721736e+01  
  1.158777356155e+02  ,6.278328998293e+01  
  1.161448613840e+02  ,6.276329276057e+01  
  1.164126029410e+02  ,6.274329555032e+01  
  1.166809617061e+02  ,6.272329835224e+01  
  1.169499391020e+02  ,6.270330116639e+01  
  1.172195365548e+02  ,6.268330399284e+01  
  1.174897554939e+02  ,6.266330683164e+01  
  1.177605973521e+02  ,6.264330968285e+01  
  1.180320635652e+02  ,6.262331254653e+01  
  1.183041555725e+02  ,6.260331542275e+01  
  1.185768748167e+02  ,6.258331831156e+01  
  1.188502227437e+02  ,6.256332121303e+01  
  1.191242008027e+02  ,6.254332412721e+01  
  1.193988104464e+02  ,6.252332705418e+01  
  1.196740531307e+02  ,6.250332999398e+01  
  1.199499303149e+02  ,6.248333294669e+01  
  1.202264434617e+02  ,6.246333591236e+01  
  1.205035940372e+02  ,6.244333889107e+01  
  1.207813835107e+02  ,6.242334188286e+01  
  1.210598133550e+02  ,6.240334488781e+01  
  1.213388850465e+02  ,6.238334790598e+01  
  1.216186000646e+02  ,6.236335093743e+01  
  1.218989598925e+02  ,6.234335398223e+01  
  1.221799660165e+02  ,6.232335704044e+01  
  1.224616199265e+02  ,6.230336011213e+01  
  1.227439231158e+02  ,6.228336319736e+01  
  1.230268770812e+02  ,6.226336629619e+01  
  1.233104833229e+02  ,6.224336940870e+01  
  1.235947433444e+02  ,6.222337253495e+01  
  1.238796586530e+02  ,6.220337567500e+01  
  1.241652307592e+02  ,6.218337882893e+01  
  1.244514611771e+02  ,6.216338199679e+01  
  1.247383514243e+02  ,6.214338517866e+01  
  1.250259030218e+02  ,6.212338837460e+01  
  1.253141174941e+02  ,6.210339158468e+01  
  1.256029963695e+02  ,6.208339480897e+01  
  1.258925411794e+02  ,6.206339804754e+01  
  1.261827534591e+02  ,6.204340130046e+01  
  1.264736347471e+02  ,6.202340456779e+01  
  1.267651865858e+02  ,6.200340784960e+01  
  1.270574105208e+02  ,6.198341114597e+01  
  1.273503081017e+02  ,6.196341445696e+01  
  1.276438808811e+02  ,6.194341778264e+01  
  1.279381304157e+02  ,6.192342112309e+01  
  1.282330582656e+02  ,6.190342447837e+01  
  1.285286659943e+02  ,6.188342784856e+01  
  1.288249551693e+02  ,6.186343123373e+01  
  1.291219273613e+02  ,6.184343463395e+01  
  1.294195841450e+02  ,6.182343804928e+01  
  1.297179270984e+02  ,6.180344147981e+01  
  1.300169578033e+02  ,6.178344492561e+01  
  1.303166778452e+02  ,6.176344838675e+01  
  1.306170888132e+02  ,6.174345186330e+01  
  1.309181922999e+02  ,6.172345535534e+01  
  1.312199899019e+02  ,6.170345886294e+01  
  1.315224832192e+02  ,6.168346238617e+01  
  1.318256738556e+02  ,6.166346592511e+01  
  1.321295634186e+02  ,6.164346947984e+01  
  1.324341535195e+02  ,6.162347305042e+01  
  1.327394457730e+02  ,6.160347663695e+01  
  1.330454417978e+02  ,6.158348023948e+01  
  1.333521432163e+02  ,6.156348385810e+01  
  1.336595516546e+02  ,6.154348749289e+01  
  1.339676687426e+02  ,6.152349114392e+01  
  1.342764961138e+02  ,6.150349481127e+01  
  1.345860354056e+02  ,6.148349849501e+01  
  1.348962882592e+02  ,6.146350219523e+01  
  1.352072563194e+02  ,6.144350591201e+01  
  1.355189412351e+02  ,6.142350964541e+01  
  1.358313446587e+02  ,6.140351339553e+01  
  1.361444682466e+02  ,6.138351716244e+01  
  1.364583136589e+02  ,6.136352094621e+01  
  1.367728825596e+02  ,6.134352474694e+01  
  1.370881766165e+02  ,6.132352856470e+01  
  1.374041975012e+02  ,6.130353239958e+01  
  1.377209468894e+02  ,6.128353625164e+01  
  1.380384264603e+02  ,6.126354012099e+01  
  1.383566378972e+02  ,6.124354400769e+01  
  1.386755828872e+02  ,6.122354791182e+01  
  1.389952631213e+02  ,6.120355183349e+01  
  1.393156802945e+02  ,6.118355577275e+01  
  1.396368361056e+02  ,6.116355972971e+01  
  1.399587322572e+02  ,6.114356370444e+01  
  1.402813704562e+02  ,6.112356769702e+01  
  1.406047524130e+02  ,6.110357170755e+01  
  1.409288798422e+02  ,6.108357573610e+01  
  1.412537544623e+02  ,6.106357978277e+01  
  1.415793779957e+02  ,6.104358384764e+01  
  1.419057521689e+02  ,6.102358793078e+01  
  1.422328787123e+02  ,6.100359203230e+01  
  1.425607593602e+02  ,6.098359615228e+01  
  1.428893958511e+02  ,6.096360029080e+01  
  1.432187899273e+02  ,6.094360444796e+01  
  1.435489433353e+02  ,6.092360862383e+01  
  1.438798578256e+02  ,6.090361281851e+01  
  1.442115351525e+02  ,6.088361703210e+01  
  1.445439770746e+02  ,6.086362126467e+01  
  1.448771853545e+02  ,6.084362551631e+01  
  1.452111617588e+02  ,6.082362978713e+01  
  1.455459080582e+02  ,6.080363407720e+01  
  1.458814260275e+02  ,6.078363838662e+01  
  1.462177174457e+02  ,6.076364271548e+01  
  1.465547840956e+02  ,6.074364706387e+01  
  1.468926277644e+02  ,6.072365143189e+01  
  1.472312502433e+02  ,6.070365581962e+01  
  1.475706533276e+02  ,6.068366022716e+01  
  1.479108388168e+02  ,6.066366465461e+01  
  1.482518085146e+02  ,6.064366910205e+01  
  1.485935642287e+02  ,6.062367356958e+01  
  1.489361077711e+02  ,6.060367805730e+01  
  1.492794409579e+02  ,6.058368256530e+01  
  1.496235656094e+02  ,6.056368709367e+01  
  1.499684835502e+02  ,6.054369164252e+01  
  1.503141966090e+02  ,6.052369621193e+01  
  1.506607066187e+02  ,6.050370080201e+01  
  1.510080154164e+02  ,6.048370541286e+01  
  1.513561248436e+02  ,6.046371004456e+01  
  1.517050367459e+02  ,6.044371469723e+01  
  1.520547529732e+02  ,6.042371937095e+01  
  1.524052753797e+02  ,6.040372406582e+01  
  1.527566058238e+02  ,6.038372878196e+01  
  1.531087461682e+02  ,6.036373351945e+01  
  1.534616982799e+02  ,6.034373827839e+01  
  1.538154640303e+02  ,6.032374305889e+01  
  1.541700452949e+02  ,6.030374786105e+01  
  1.545254439538e+02  ,6.028375268497e+01  
  1.548816618912e+02  ,6.026375753075e+01  
  1.552387009958e+02  ,6.024376239850e+01  
  1.555965631605e+02  ,6.022376728832e+01  
  1.559552502827e+02  ,6.020377220030e+01  
  1.563147642641e+02  ,6.018377713457e+01  
  1.566751070108e+02  ,6.016378209121e+01  
  1.570362804333e+02  ,6.014378707034e+01  
  1.573982864466e+02  ,6.012379207206e+01  
  1.577611269699e+02  ,6.010379709648e+01  
  1.581248039270e+02  ,6.008380214370e+01  
  1.584893192461e+02  ,6.006380721383e+01  
  1.588546748598e+02  ,6.004381230698e+01  
  1.592208727051e+02  ,6.002381742325e+01  
  1.595879147237e+02  ,6.000382256276e+01  
  1.599558028614e+02  ,5.998382772562e+01  
  1.603245390690e+02  ,5.996383291192e+01  
  1.606941253013e+02  ,5.994383812179e+01  
  1.610645635178e+02  ,5.992384335533e+01  
  1.614358556826e+02  ,5.990384861265e+01  
  1.618080037643e+02  ,5.988385389387e+01  
  1.621810097359e+02  ,5.986385919910e+01  
  1.625548755750e+02  ,5.984386452844e+01  
  1.629296032640e+02  ,5.982386988202e+01  
  1.633051947894e+02  ,5.980387525995e+01  
  1.636816521428e+02  ,5.978388066233e+01  
  1.640589773199e+02  ,5.976388608929e+01  
  1.644371723215e+02  ,5.974389154094e+01  
  1.648162391525e+02  ,5.972389701739e+01  
  1.651961798229e+02  ,5.970390251876e+01  
  1.655769963469e+02  ,5.968390804518e+01  
  1.659586907437e+02  ,5.966391359674e+01  
  1.663412650370e+02  ,5.964391917358e+01  
  1.667247212551e+02  ,5.962392477581e+01  
  1.671090614311e+02  ,5.960393040355e+01  
  1.674942876026e+02  ,5.958393605691e+01  
  1.678804018122e+02  ,5.956394173603e+01  
  1.682674061070e+02  ,5.954394744101e+01  
  1.686553025389e+02  ,5.952395317198e+01  
  1.690440931643e+02  ,5.950395892906e+01  
  1.694337800447e+02  ,5.948396471238e+01  
  1.698243652462e+02  ,5.946397052205e+01  
  1.702158508395e+02  ,5.944397635820e+01  
  1.706082389003e+02  ,5.942398222095e+01  
  1.710015315090e+02  ,5.940398811043e+01  
  1.713957307508e+02  ,5.938399402676e+01  
  1.717908387157e+02  ,5.936399997006e+01  
  1.721868574986e+02  ,5.934400594047e+01  
  1.725837891990e+02  ,5.932401193811e+01  
  1.729816359215e+02  ,5.930401796310e+01  
  1.733803997754e+02  ,5.928402401558e+01  
  1.737800828749e+02  ,5.926403009567e+01  
  1.741806873391e+02  ,5.924403620350e+01  
  1.745822152920e+02  ,5.922404233920e+01  
  1.749846688624e+02  ,5.920404850290e+01  
  1.753880501842e+02  ,5.918405469473e+01  
  1.757923613958e+02  ,5.916406091482e+01  
  1.761976046411e+02  ,5.914406716331e+01  
  1.766037820686e+02  ,5.912407344032e+01  
  1.770108958317e+02  ,5.910407974599e+01  
  1.774189480890e+02  ,5.908408608045e+01  
  1.778279410039e+02  ,5.906409244385e+01  
  1.782378767448e+02  ,5.904409883630e+01  
  1.786487574852e+02  ,5.902410525795e+01  
  1.790605854035e+02  ,5.900411170893e+01  
  1.794733626832e+02  ,5.898411818939e+01  
  1.798870915129e+02  ,5.896412469945e+01  
  1.803017740859e+02  ,5.894413123925e+01  
  1.807174126011e+02  ,5.892413780894e+01  
